filename,Species Name English,low_freq,high_freq,start,end,year,month,day,part_of_day,hour,season,spectrogram
2460226.542928_Tautenburg___5920-9866kHz___10-11.6s___st,"Song Thrush',",5920,9866,10,11.6,2023,10,9,Night,01,Autumn,"[[-24.837515 -21.167833 -35.705517 ...   0.         0.         0.      ]
 [-25.673994 -27.42013  -21.70747  ...   0.         0.         0.      ]
 [-28.53302  -27.180376 -18.399044 ...   0.         0.         0.      ]
 ...
 [-80.       -80.       -80.       ...   0.         0.         0.      ]
 [-80.       -80.       -80.       ...   0.         0.         0.      ]
 [-80.       -80.       -80.       ...   0.         0.         0.      ]]"
2460226.546668_Tautenburg___6142-10249kHz___10-11.6s___st,"Song Thrush',",6142,10249,10,11.6,2023,10,9,Night,01,Autumn,"[[-16.073616  -10.815744   -3.8784943 ...   0.          0.
    0.       ]
 [ -9.71249    -7.052923   -7.6926994 ...   0.          0.
    0.       ]
 [ -6.8414307  -7.5499344 -13.143019  ...   0.          0.
    0.       ]
 ...
 [-80.        -80.        -80.        ...   0.          0.
    0.       ]
 [-80.        -80.        -80.        ...   0.          0.
    0.       ]
 [-80.        -80.        -80.        ...   0.          0.
    0.       ]]"
2460226.547200_Tautenburg___5657-9483kHz___10-11.4s___st,"Song Thrush',",5657,9483,10,11.4,2023,10,9,Night,01,Autumn,"[[-17.922318 -19.157804 -18.608654 ...   0.         0.         0.      ]
 [-15.802034 -22.211216 -14.195549 ...   0.         0.         0.      ]
 [-16.973372 -11.038637  -8.6092   ...   0.         0.         0.      ]
 ...
 [-80.       -80.       -80.       ...   0.         0.         0.      ]
 [-80.       -80.       -80.       ...   0.         0.         0.      ]
 [-80.       -80.       -80.       ...   0.         0.         0.      ]]"
2460226.547260_Tautenburg___5739-8880kHz___10-11.3s___st,"Song Thrush',",5739,8880,10,11.3,2023,10,9,Night,01,Autumn,"[[-18.80246   -20.19323   -25.942844  ...   0.          0.
    0.       ]
 [-18.69565   -25.325134  -34.431076  ...   0.          0.
    0.       ]
 [-14.38299   -15.565637  -14.3135605 ...   0.          0.
    0.       ]
 ...
 [-72.15175   -78.180466  -80.        ...   0.          0.
    0.       ]
 [-72.155624  -78.186806  -80.        ...   0.          0.
    0.       ]
 [-72.1564    -78.18982   -80.        ...   0.          0.
    0.       ]]"
2460226.547733_Tautenburg___6524-10188kHz___10-11s___st,"Song Thrush',",6524,10188,10,11.0,2023,10,9,Night,01,Autumn,"[[-14.405544 -17.045296 -16.662811 ...   0.         0.         0.      ]
 [-15.095272 -14.739397 -12.656075 ...   0.         0.         0.      ]
 [-18.66322  -15.500019 -13.969509 ...   0.         0.         0.      ]
 ...
 [-80.       -80.       -80.       ...   0.         0.         0.      ]
 [-80.       -80.       -80.       ...   0.         0.         0.      ]
 [-80.       -80.       -80.       ...   0.         0.         0.      ]]"
2460226.557995_Tautenburg___6362-10852kHz___10-11.2s___st,"Song Thrush',",6362,10852,10,11.2,2023,10,9,Night,01,Autumn,"[[-14.918833  -14.55303   -17.505661  ...   0.          0.
    0.       ]
 [-14.433956   -8.610125   -9.408034  ...   0.          0.
    0.       ]
 [-13.386152   -5.3511505  -8.609398  ...   0.          0.
    0.       ]
 ...
 [-71.97205   -77.9664    -80.        ...   0.          0.
    0.       ]
 [-71.97969   -77.97058   -80.        ...   0.          0.
    0.       ]
 [-71.98039   -77.97221   -80.        ...   0.          0.
    0.       ]]"
2460226.558997_Tautenburg___6282-9564kHz___10-11.5s___st,"Song Thrush',",6282,9564,10,11.5,2023,10,9,Night,01,Autumn,"[[-18.545643 -22.227245 -16.28608  ...   0.         0.         0.      ]
 [-18.39232  -19.812637 -13.871054 ...   0.         0.         0.      ]
 [-23.744152 -12.142813  -8.035852 ...   0.         0.         0.      ]
 ...
 [-79.73471  -80.       -80.       ...   0.         0.         0.      ]
 [-79.747345 -80.       -80.       ...   0.         0.         0.      ]
 [-79.749405 -80.       -80.       ...   0.         0.         0.      ]]"
2460226.572794_Tautenburg___5960-10168kHz___10-11.5s___st,"Song Thrush',",5960,10168,10,11.5,2023,10,9,Night,01,Autumn,"[[-23.445782 -17.736778 -53.955795 ...   0.         0.         0.      ]
 [-21.767586 -18.679749 -19.114513 ...   0.         0.         0.      ]
 [-19.635504 -21.664215 -26.482405 ...   0.         0.         0.      ]
 ...
 [-80.       -80.       -80.       ...   0.         0.         0.      ]
 [-80.       -80.       -80.       ...   0.         0.         0.      ]
 [-80.       -80.       -80.       ...   0.         0.         0.      ]]"
2460226.576977_Tautenburg___6625-11256kHz___10-11.5s___st,"Song Thrush',",6625,11256,10,11.5,2023,10,9,Night,01,Autumn,"[[-22.314722 -31.816029 -20.29193  ...   0.         0.         0.      ]
 [-24.077074 -17.774363 -14.571647 ...   0.         0.         0.      ]
 [-32.222115 -17.91871  -14.046927 ...   0.         0.         0.      ]
 ...
 [-80.       -80.       -80.       ...   0.         0.         0.      ]
 [-80.       -80.       -80.       ...   0.         0.         0.      ]
 [-80.       -80.       -80.       ...   0.         0.         0.      ]]"
2460226.577661_Tautenburg___6020-9866kHz___10-10.9s___st,"Song Thrush',",6020,9866,10,10.9,2023,10,9,Night,01,Autumn,"[[-28.746267 -21.190573 -14.043725 ...   0.         0.         0.      ]
 [-22.306736 -14.759875  -8.594024 ...   0.         0.         0.      ]
 [-19.300184 -12.626264 -10.007942 ...   0.         0.         0.      ]
 ...
 [-80.       -80.       -80.       ...   0.         0.         0.      ]
 [-80.       -80.       -80.       ...   0.         0.         0.      ]
 [-80.       -80.       -80.       ...   0.         0.         0.      ]]"
2460226.579764_Tautenburg___6161-10671kHz___10-11.7s___st,"Song Thrush',",6161,10671,10,11.7,2023,10,9,Night,01,Autumn,"[[-13.748156 -13.681801 -16.534395 ...   0.         0.         0.      ]
 [-17.053928 -12.284876 -10.384898 ...   0.         0.         0.      ]
 [-21.472115 -13.573109 -12.085793 ...   0.         0.         0.      ]
 ...
 [-80.       -80.       -80.       ...   0.         0.         0.      ]
 [-80.       -80.       -80.       ...   0.         0.         0.      ]
 [-80.       -80.       -80.       ...   0.         0.         0.      ]]"
2460226.580106_Tautenburg___5678-11094kHz___10-11.7s___st,"Song Thrush',",5678,11094,10,11.7,2023,10,9,Night,01,Autumn,"[[-22.396397 -15.112524 -42.761406 ...   0.         0.         0.      ]
 [-17.132242 -11.435137 -13.454926 ...   0.         0.         0.      ]
 [-14.700523 -13.980603  -9.246939 ...   0.         0.         0.      ]
 ...
 [-80.       -80.       -80.       ...   0.         0.         0.      ]
 [-80.       -80.       -80.       ...   0.         0.         0.      ]
 [-80.       -80.       -80.       ...   0.         0.         0.      ]]"
2460226.583432_Tautenburg___6242-9987kHz___10-11.7s___st,"Song Thrush',",6242,9987,10,11.7,2023,10,9,Night,01,Autumn,"[[-15.612742 -22.40049  -15.532427 ...   0.         0.         0.      ]
 [-11.684578 -12.851276 -22.093988 ...   0.         0.         0.      ]
 [ -8.56373  -13.374885 -16.017757 ...   0.         0.         0.      ]
 ...
 [-80.       -80.       -80.       ...   0.         0.         0.      ]
 [-80.       -80.       -80.       ...   0.         0.         0.      ]
 [-80.       -80.       -80.       ...   0.         0.         0.      ]]"
2460226.589823_Tautenburg___6524-10591kHz___10-11.5s___st,"Song Thrush',",6524,10591,10,11.5,2023,10,9,Night,02,Autumn,"[[-25.827969 -21.394672 -20.368475 ...   0.         0.         0.      ]
 [-21.861    -15.315248 -15.616037 ...   0.         0.         0.      ]
 [-20.471607 -15.30114  -12.286116 ...   0.         0.         0.      ]
 ...
 [-80.       -80.       -80.       ...   0.         0.         0.      ]
 [-80.       -80.       -80.       ...   0.         0.         0.      ]
 [-80.       -80.       -80.       ...   0.         0.         0.      ]]"
2460226.591731_Tautenburg___7108-10229kHz___10-11.7s___st,"Song Thrush',",7108,10229,10,11.7,2023,10,9,Night,02,Autumn,"[[-24.77489  -39.25347  -21.563366 ...   0.         0.         0.      ]
 [-21.529694 -17.207    -19.084522 ...   0.         0.         0.      ]
 [-15.417147 -17.280437 -15.084894 ...   0.         0.         0.      ]
 ...
 [-80.       -80.       -80.       ...   0.         0.         0.      ]
 [-80.       -80.       -80.       ...   0.         0.         0.      ]
 [-80.       -80.       -80.       ...   0.         0.         0.      ]]"
2460226.596967_Tautenburg___5557-10349kHz___10-15.5s___st,"Song Thrush',",5557,10349,10,15.5,2023,10,9,Night,02,Autumn,"[[-44.08384  -23.279638 -19.320581 ...   0.         0.         0.      ]
 [-22.601238 -33.55001  -18.041172 ...   0.         0.         0.      ]
 [-12.591284 -12.071571 -12.780844 ...   0.         0.         0.      ]
 ...
 [-70.887505 -76.76302  -80.       ...   0.         0.         0.      ]
 [-70.90182  -76.77587  -80.       ...   0.         0.         0.      ]
 [-70.905235 -76.77993  -80.       ...   0.         0.         0.      ]]"
2460226.600384_Tautenburg___6363-10410kHz___10-11.4s___st,"Song Thrush',",6363,10410,10,11.4,2023,10,9,Night,02,Autumn,"[[-23.62928  -16.154167 -12.991336 ...   0.         0.         0.      ]
 [-25.418125 -19.572176 -17.613441 ...   0.         0.         0.      ]
 [-29.179214 -29.84879  -20.3091   ...   0.         0.         0.      ]
 ...
 [-71.36539  -77.34217  -80.       ...   0.         0.         0.      ]
 [-71.36977  -77.34801  -80.       ...   0.         0.         0.      ]
 [-71.371826 -77.35149  -80.       ...   0.         0.         0.      ]]"
2460226.614672_Tautenburg___6020-9725kHz___10-11.4s___st,"Song Thrush',",6020,9725,10,11.4,2023,10,9,Night,02,Autumn,"[[-14.325322  -26.766434  -17.584414  ...   0.          0.
    0.       ]
 [-11.64498    -8.056747  -10.021127  ...   0.          0.
    0.       ]
 [ -9.416458   -4.0964108  -5.250374  ...   0.          0.
    0.       ]
 ...
 [-80.        -80.        -80.        ...   0.          0.
    0.       ]
 [-80.        -80.        -80.        ...   0.          0.
    0.       ]
 [-80.        -80.        -80.        ...   0.          0.
    0.       ]]"
2460226.624201_Tautenburg___6182-9907kHz___10-16.2s___st,"Song Thrush',",6182,9907,10,16.2,2023,10,9,Night,02,Autumn,"[[-11.004658  -20.87594   -22.85107   ...   0.          0.
    0.       ]
 [ -6.3541145  -6.4298897  -9.377935  ...   0.          0.
    0.       ]
 [ -3.952982   -2.788683   -9.530194  ...   0.          0.
    0.       ]
 ...
 [-80.        -80.        -80.        ...   0.          0.
    0.       ]
 [-80.        -80.        -80.        ...   0.          0.
    0.       ]
 [-80.        -80.        -80.        ...   0.          0.
    0.       ]]"
2460226.624341_Tautenburg___5739-10954kHz___10-15.5s___st,"Song Thrush',",5739,10954,10,15.5,2023,10,9,Night,02,Autumn,"[[-22.304039 -45.318005 -18.438528 ...   0.         0.         0.      ]
 [-22.398285 -17.514935 -21.772137 ...   0.         0.         0.      ]
 [-25.93286  -13.42428  -13.19993  ...   0.         0.         0.      ]
 ...
 [-80.       -80.       -80.       ...   0.         0.         0.      ]
 [-80.       -80.       -80.       ...   0.         0.         0.      ]
 [-80.       -80.       -80.       ...   0.         0.         0.      ]]"
2460226.624371_Tautenburg___6624-10228kHz___10-11.8s___st,"Song Thrush',",6624,10228,10,11.8,2023,10,9,Night,02,Autumn,"[[-14.63941   -23.699808  -11.739863  ...   0.          0.
    0.       ]
 [-11.414329   -6.0682316  -5.1680355 ...   0.          0.
    0.       ]
 [ -7.421565   -3.9646206  -5.290636  ...   0.          0.
    0.       ]
 ...
 [-68.699005  -74.5436    -80.        ...   0.          0.
    0.       ]
 [-68.71314   -74.55688   -80.        ...   0.          0.
    0.       ]
 [-68.71632   -74.56227   -80.        ...   0.          0.
    0.       ]]"
2460226.626409_Tautenburg___6845-10389kHz___10-11.6s___st,"Song Thrush',",6845,10389,10,11.6,2023,10,9,Night,03,Autumn,"[[-25.09411  -39.215485 -18.519495 ...   0.         0.         0.      ]
 [-26.598415 -16.848293 -13.236294 ...   0.         0.         0.      ]
 [-20.383862 -12.396428 -12.43055  ...   0.         0.         0.      ]
 ...
 [-74.5919   -80.       -80.       ...   0.         0.         0.      ]
 [-74.610954 -80.       -80.       ...   0.         0.         0.      ]
 [-74.61311  -80.       -80.       ...   0.         0.         0.      ]]"
2460226.636826_Tautenburg___6665-10652kHz___10-11s___st,"Song Thrush',",6665,10652,10,11.0,2023,10,9,Night,03,Autumn,"[[-14.9794445 -24.958683  -19.654493  ...   0.          0.
    0.       ]
 [-12.0400505 -12.176925  -16.766085  ...   0.          0.
    0.       ]
 [ -7.5705633  -6.6418266 -14.121818  ...   0.          0.
    0.       ]
 ...
 [-76.09838   -80.        -80.        ...   0.          0.
    0.       ]
 [-76.10649   -80.        -80.        ...   0.          0.
    0.       ]
 [-76.11257   -80.        -80.        ...   0.          0.
    0.       ]]"
2460226.639533_Tautenburg___6382-9926kHz___10-11.4s___st,"Song Thrush',",6382,9926,10,11.4,2023,10,9,Night,03,Autumn,"[[-29.610329 -25.94123  -38.987793 ... -26.181883 -20.127525   0.      ]
 [-33.00232  -22.606848 -22.106943 ... -13.447677 -20.67936    0.      ]
 [-19.932281 -15.194352 -12.478376 ... -17.299759 -19.567667   0.      ]
 ...
 [-80.       -80.       -80.       ... -80.       -74.40294    0.      ]
 [-80.       -80.       -80.       ... -80.       -74.40135    0.      ]
 [-80.       -80.       -80.       ... -80.       -74.40312    0.      ]]"
2460226.643114_Tautenburg___6544-9725kHz___10-10.8s___st,"Song Thrush',",6544,9725,10,10.8,2023,10,9,Night,03,Autumn,"[[-15.90694  -14.310572 -28.892542 ...   0.         0.         0.      ]
 [-18.2396   -16.064056 -18.311579 ...   0.         0.         0.      ]
 [-24.808704 -26.136793 -16.014482 ...   0.         0.         0.      ]
 ...
 [-80.       -80.       -80.       ...   0.         0.         0.      ]
 [-80.       -80.       -80.       ...   0.         0.         0.      ]
 [-80.       -80.       -80.       ...   0.         0.         0.      ]]"
2460226.643325_Tautenburg___6161-9544kHz___10-11s___st,"Song Thrush',",6161,9544,10,11.0,2023,10,9,Night,03,Autumn,"[[-11.331097 -18.388117 -25.727968 ...   0.         0.         0.      ]
 [-10.165828 -14.443292 -18.164524 ...   0.         0.         0.      ]
 [ -8.419248  -9.802468 -18.06656  ...   0.         0.         0.      ]
 ...
 [-79.84976  -80.       -80.       ...   0.         0.         0.      ]
 [-79.866394 -80.       -80.       ...   0.         0.         0.      ]
 [-79.8701   -80.       -80.       ...   0.         0.         0.      ]]"
2460226.648571_Tautenburg___6181-10731kHz___10-11.5s___st,"Song Thrush',",6181,10731,10,11.5,2023,10,9,Night,03,Autumn,"[[-17.12729   -17.715523  -27.354374  ... -30.116549  -46.209084
  -29.156912 ]
 [-18.431118  -18.973042  -36.75691   ... -14.943007  -15.648625
  -14.325832 ]
 [-20.194658  -37.682137  -19.815025  ... -12.491209  -15.495846
  -12.6057625]
 ...
 [-80.        -80.        -80.        ... -80.        -80.
  -80.       ]
 [-80.        -80.        -80.        ... -80.        -80.
  -80.       ]
 [-80.        -80.        -80.        ... -80.        -80.
  -80.       ]]"
2460226.657420_Tautenburg___6162-10209kHz___10-11.3s___st,"Song Thrush',",6162,10209,10,11.3,2023,10,9,Night,03,Autumn,"[[-24.864576 -14.992328 -16.5205   ...   0.         0.         0.      ]
 [-17.96059  -11.079678  -9.324495 ...   0.         0.         0.      ]
 [-15.645855 -10.713659 -14.382543 ...   0.         0.         0.      ]
 ...
 [-80.       -80.       -80.       ...   0.         0.         0.      ]
 [-80.       -80.       -80.       ...   0.         0.         0.      ]
 [-80.       -80.       -80.       ...   0.         0.         0.      ]]"
2460226.675058_Tautenburg___5819-9564kHz___10-11.5s___st,"Song Thrush',",5819,9564,10,11.5,2023,10,9,Night,04,Autumn,"[[-34.071297 -44.952084 -32.40276  ...   0.         0.         0.      ]
 [-30.449053 -28.550035 -25.210842 ...   0.         0.         0.      ]
 [-30.481266 -28.602955 -25.18763  ...   0.         0.         0.      ]
 ...
 [-80.       -80.       -80.       ...   0.         0.         0.      ]
 [-80.       -80.       -80.       ...   0.         0.         0.      ]
 [-80.       -80.       -80.       ...   0.         0.         0.      ]]"
2460227.470363_Tautenburg___5698-10349kHz___10-12s___st,"Song Thrush',",5698,10349,10,12.0,2023,10,9,Night,23,Autumn,"[[-31.820827 -26.66988  -38.372093 ...   0.         0.         0.      ]
 [-25.137243 -21.211239 -19.351007 ...   0.         0.         0.      ]
 [-19.17345  -34.217865 -13.565783 ...   0.         0.         0.      ]
 ...
 [-80.       -80.       -80.       ...   0.         0.         0.      ]
 [-80.       -80.       -80.       ...   0.         0.         0.      ]
 [-80.       -80.       -80.       ...   0.         0.         0.      ]]"
2460227.472662_Tautenburg___5155-9504kHz___10-11.7s___st,"Song Thrush',",5155,9504,10,11.7,2023,10,9,Night,23,Autumn,"[[-17.341696   -8.45978   -13.661424  ...   0.          0.
    0.       ]
 [-18.378784   -7.8805866 -10.685509  ...   0.          0.
    0.       ]
 [-25.767843   -7.455325   -6.218706  ...   0.          0.
    0.       ]
 ...
 [-75.05358   -80.        -80.        ...   0.          0.
    0.       ]
 [-75.06137   -80.        -80.        ...   0.          0.
    0.       ]
 [-75.05979   -80.        -80.        ...   0.          0.
    0.       ]]"
2460227.499211_Tautenburg___5678-9866kHz___10-10.7s___st,"Song Thrush',",5678,9866,10,10.7,2023,10,9,Night,23,Autumn,"[[-27.77864  -29.975906 -57.738575 ...   0.         0.         0.      ]
 [-22.487888 -20.57756  -20.041096 ...   0.         0.         0.      ]
 [-19.616798 -20.197994 -19.229275 ...   0.         0.         0.      ]
 ...
 [-80.       -80.       -80.       ...   0.         0.         0.      ]
 [-80.       -80.       -80.       ...   0.         0.         0.      ]
 [-80.       -80.       -80.       ...   0.         0.         0.      ]]"
2460227.514991_Tautenburg___6323-10108kHz___10-11.4s___st,"Song Thrush',",6323,10108,10,11.4,2023,10,10,Night,00,Autumn,"[[-18.493103 -18.764154 -35.0825   ...   0.         0.         0.      ]
 [-22.09307  -17.261974 -16.265537 ...   0.         0.         0.      ]
 [-24.745577 -17.408443 -10.436123 ...   0.         0.         0.      ]
 ...
 [-78.748825 -80.       -80.       ...   0.         0.         0.      ]
 [-78.82843  -80.       -80.       ...   0.         0.         0.      ]
 [-78.855644 -80.       -80.       ...   0.         0.         0.      ]]"
2460227.519713_Tautenburg___6201-9825kHz___10-11.4s___st,"Song Thrush',",6201,9825,10,11.4,2023,10,10,Night,00,Autumn,"[[-41.045334 -48.83828  -36.369373 ...   0.         0.         0.      ]
 [-38.121433 -31.507586 -28.526375 ...   0.         0.         0.      ]
 [-32.938736 -27.132572 -29.620342 ...   0.         0.         0.      ]
 ...
 [-80.       -80.       -80.       ...   0.         0.         0.      ]
 [-80.       -80.       -80.       ...   0.         0.         0.      ]
 [-80.       -80.       -80.       ...   0.         0.         0.      ]]"
2460227.541531_Tautenburg___5416-9242kHz___10-11.4s___st,"Song Thrush',",5416,9242,10,11.4,2023,10,10,Night,01,Autumn,"[[-19.353151 -27.702969 -41.98974  ...   0.         0.         0.      ]
 [-15.960426 -13.273418 -13.228443 ...   0.         0.         0.      ]
 [-14.991016 -10.300697  -9.221382 ...   0.         0.         0.      ]
 ...
 [-80.       -80.       -80.       ...   0.         0.         0.      ]
 [-80.       -80.       -80.       ...   0.         0.         0.      ]
 [-80.       -80.       -80.       ...   0.         0.         0.      ]]"
2460227.614595_Tautenburg___6604-10208kHz___10-11.7s___st,"Song Thrush',",6604,10208,10,11.7,2023,10,10,Night,02,Autumn,"[[-68.66562   -15.749015  -36.7445    ...   0.          0.
    0.       ]
 [-16.014812  -10.247593  -10.234585  ...   0.          0.
    0.       ]
 [-13.877968   -9.003277   -6.6551647 ...   0.          0.
    0.       ]
 ...
 [-80.        -80.        -80.        ...   0.          0.
    0.       ]
 [-80.        -80.        -80.        ...   0.          0.
    0.       ]
 [-80.        -80.        -80.        ...   0.          0.
    0.       ]]"
2460227.694274_Tautenburg___5779-10047kHz___10-11.4s___st,"Song Thrush',",5779,10047,10,11.4,2023,10,10,Night,04,Autumn,"[[-29.63107   -20.412605  -32.94079   ...   0.          0.
    0.       ]
 [-18.941383  -17.571533  -13.143213  ...   0.          0.
    0.       ]
 [-12.274466   -5.746441   -2.5114746 ...   0.          0.
    0.       ]
 ...
 [-80.        -80.        -80.        ...   0.          0.
    0.       ]
 [-80.        -80.        -80.        ...   0.          0.
    0.       ]
 [-80.        -80.        -80.        ...   0.          0.
    0.       ]]"
2460227.696693_Tautenburg___6081-9705kHz___10-11.6s___st,"Song Thrush',",6081,9705,10,11.6,2023,10,10,Night,04,Autumn,"[[-28.923855 -37.619965 -57.894733 ... -72.2648   -34.652187 -44.059364]
 [-24.885952 -22.052391 -23.780186 ... -28.605732 -24.844713 -23.22224 ]
 [-27.841236 -16.322683 -13.987915 ... -25.624159 -19.297398 -18.372252]
 ...
 [-80.       -80.       -80.       ... -80.       -80.       -78.24507 ]
 [-80.       -80.       -80.       ... -80.       -80.       -78.24608 ]
 [-80.       -80.       -80.       ... -80.       -80.       -78.246666]]"
2460227.699298_Tautenburg___5799-9967kHz___10-11.1s___st,"Song Thrush',",5799,9967,10,11.1,2023,10,10,Night,04,Autumn,"[[-15.675921 -32.295372 -15.255109 ...   0.         0.         0.      ]
 [-15.284488 -10.321509 -10.438721 ...   0.         0.         0.      ]
 [-14.604235 -11.415614  -8.031168 ...   0.         0.         0.      ]
 ...
 [-70.32271  -76.31073  -80.       ...   0.         0.         0.      ]
 [-70.33086  -76.319565 -80.       ...   0.         0.         0.      ]
 [-70.33497  -76.323006 -80.       ...   0.         0.         0.      ]]"
2460227.702091_Tautenburg___5738-9906kHz___10-10.7s___st,"Song Thrush',",5738,9906,10,10.7,2023,10,10,Night,04,Autumn,"[[-23.729778 -25.257385 -24.633831 ...   0.         0.         0.      ]
 [-18.286089 -20.58701  -26.979328 ...   0.         0.         0.      ]
 [-10.560734 -13.794685 -13.141712 ...   0.         0.         0.      ]
 ...
 [-80.       -80.       -80.       ...   0.         0.         0.      ]
 [-80.       -80.       -80.       ...   0.         0.         0.      ]
 [-80.       -80.       -80.       ...   0.         0.         0.      ]]"
2460227.702096_Tautenburg___6665-10652kHz___10-11.2s___st,"Song Thrush',",6665,10652,10,11.2,2023,10,10,Night,04,Autumn,"[[-15.997095 -24.173536 -19.247427 ...   0.         0.         0.      ]
 [-15.253461 -16.254492 -26.614826 ...   0.         0.         0.      ]
 [-13.848054 -18.508202 -17.893396 ...   0.         0.         0.      ]
 ...
 [-77.83363  -80.       -80.       ...   0.         0.         0.      ]
 [-77.862    -80.       -80.       ...   0.         0.         0.      ]
 [-77.86101  -80.       -80.       ...   0.         0.         0.      ]]"
2460227.702162_Tautenburg___5960-9846kHz___10-11.5s___st,"Song Thrush',",5960,9846,10,11.5,2023,10,10,Night,04,Autumn,"[[-43.134483  -22.828688  -24.660599  ...   0.          0.
    0.       ]
 [-15.063327  -10.700162   -7.2286043 ...   0.          0.
    0.       ]
 [-10.50728    -4.784319   -2.2973995 ...   0.          0.
    0.       ]
 ...
 [-80.        -80.        -80.        ...   0.          0.
    0.       ]
 [-80.        -80.        -80.        ...   0.          0.
    0.       ]
 [-80.        -80.        -80.        ...   0.          0.
    0.       ]]"
2460228.337145_Tautenburg___5980-11678kHz___10-11.4s___st,"Song Thrush',",5980,11678,10,11.4,2023,10,10,Evening,20,Autumn,"[[-22.34768  -27.808065 -23.29005  ...   0.         0.         0.      ]
 [-24.292665 -28.416447 -24.68816  ...   0.         0.         0.      ]
 [-17.791035 -17.16589  -12.638931 ...   0.         0.         0.      ]
 ...
 [-80.       -80.       -80.       ...   0.         0.         0.      ]
 [-80.       -80.       -80.       ...   0.         0.         0.      ]
 [-80.       -80.       -80.       ...   0.         0.         0.      ]]"
2460228.365067_Tautenburg___6504-10148kHz___10-11.3s___st,"Song Thrush',",6504,10148,10,11.3,2023,10,10,Evening,20,Autumn,"[[ -9.352581  -43.469696   -7.3072577 ...   0.          0.
    0.       ]
 [ -8.039206   -8.511097   -8.0726    ...   0.          0.
    0.       ]
 [ -7.3476076  -9.128124  -10.31514   ...   0.          0.
    0.       ]
 ...
 [-72.992035  -79.00841   -80.        ...   0.          0.
    0.       ]
 [-72.999115  -79.01204   -80.        ...   0.          0.
    0.       ]
 [-72.99751   -79.014465  -80.        ...   0.          0.
    0.       ]]"
2460228.367361_Tautenburg___5618-9886kHz___10-11.5s___st,"Song Thrush',",5618,9886,10,11.5,2023,10,10,Evening,20,Autumn,"[[-13.31819   -23.991316  -55.85139   ...   0.          0.
    0.       ]
 [-12.2126255 -15.575096  -22.97869   ...   0.          0.
    0.       ]
 [ -8.371094  -16.315191  -17.099388  ...   0.          0.
    0.       ]
 ...
 [-80.        -80.        -80.        ...   0.          0.
    0.       ]
 [-80.        -80.        -80.        ...   0.          0.
    0.       ]
 [-80.        -80.        -80.        ...   0.          0.
    0.       ]]"
2460228.463665_Tautenburg___6946-10812kHz___10-11.8s___st,"Song Thrush',",6946,10812,10,11.8,2023,10,10,Night,23,Autumn,"[[-22.469112  -54.616257  -19.253653  ...   0.          0.
    0.       ]
 [-14.223928   -9.427091   -9.123002  ...   0.          0.
    0.       ]
 [ -8.999031   -2.9806118  -3.1222153 ...   0.          0.
    0.       ]
 ...
 [-75.636024  -80.        -80.        ...   0.          0.
    0.       ]
 [-75.64499   -80.        -80.        ...   0.          0.
    0.       ]
 [-75.65332   -80.        -80.        ...   0.          0.
    0.       ]]"
2460228.468947_Tautenburg___6403-10692kHz___10-11.3s___st,"Song Thrush',",6403,10692,10,11.3,2023,10,10,Night,23,Autumn,"[[-16.825731  -20.439188  -19.746983  ...   0.          0.
    0.       ]
 [-15.442948  -14.083337  -20.126528  ...   0.          0.
    0.       ]
 [-13.7683735  -9.054802  -14.106389  ...   0.          0.
    0.       ]
 ...
 [-80.        -80.        -80.        ...   0.          0.
    0.       ]
 [-80.        -80.        -80.        ...   0.          0.
    0.       ]
 [-80.        -80.        -80.        ...   0.          0.
    0.       ]]"
2460228.694297_Tautenburg___6443-10450kHz___10-11.5s___st,"Song Thrush',",6443,10450,10,11.5,2023,10,11,Night,04,Autumn,"[[-29.373112 -33.35193  -24.247705 ... -39.606766 -32.37496  -45.443176]
 [-30.205627 -23.350094 -20.925606 ... -28.080399 -38.283836 -33.071846]
 [-34.192856 -23.821884 -20.564419 ... -21.864212 -25.404385 -27.495716]
 ...
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]]"
2460228.695557_Tautenburg___6282-9987kHz___10-11s___st,"Song Thrush',",6282,9987,10,11.0,2023,10,11,Night,04,Autumn,"[[-22.411802  -17.783926  -19.109566  ...   0.          0.
    0.       ]
 [-21.694706  -25.76031   -14.380143  ...   0.          0.
    0.       ]
 [-20.175207  -15.804359  -10.9135475 ...   0.          0.
    0.       ]
 ...
 [-78.019875  -80.        -80.        ...   0.          0.
    0.       ]
 [-78.02897   -80.        -80.        ...   0.          0.
    0.       ]
 [-78.03131   -80.        -80.        ...   0.          0.
    0.       ]]"
2460228.699086_Tautenburg___6887-10672kHz___10-11.6s___st,"Song Thrush',",6887,10672,10,11.6,2023,10,11,Night,04,Autumn,"[[-20.389866  -32.56086   -42.573685  ...   0.          0.
    0.       ]
 [-16.634315  -16.255104  -14.953323  ...   0.          0.
    0.       ]
 [-14.4104805  -9.923593   -6.995578  ...   0.          0.
    0.       ]
 ...
 [-78.63985   -80.        -80.        ...   0.          0.
    0.       ]
 [-78.66904   -80.        -80.        ...   0.          0.
    0.       ]
 [-78.67381   -80.        -80.        ...   0.          0.
    0.       ]]"
