filename,juliandate,loc,low_freq,high_freq,start,end,species,species_eng,species_ger
2460234.701557_Tautenburg___6463-9443kHz___10-11.2s___st,2460234.701557,Tautenburg,6463.0,9443,10,11.2,st,Song Thrush/Singdrossel,
2460234.701644_Tautenburg___6222-9383kHz___10-11.6s___st,2460234.701644,Tautenburg,6222.0,9383,10,11.6,st,Song Thrush/Singdrossel,
2460234.701890_Tautenburg___6423-9926kHz___10-11.1s___st,2460234.70189,Tautenburg,6423.0,9926,10,11.1,st,Song Thrush/Singdrossel,
2460234.702007_Tautenburg___5799-9403kHz___10-11.2s___st,2460234.702007,Tautenburg,5799.0,9403,10,11.2,st,Song Thrush/Singdrossel,
2460234.702117_Tautenburg___6483-10691kHz___10-11.3s___st,2460234.702117,Tautenburg,6483.0,10691,10,11.3,st,Song Thrush/Singdrossel,
2460234.702365_Tautenburg___6625-9846kHz___10-12s___st,2460234.702365,Tautenburg,6625.0,9846,10,12.0,st,Song Thrush/Singdrossel,
2460234.702534_Tautenburg___6242-10249kHz___10-18.8s___st,2460234.702534,Tautenburg,6242.0,10249,10,18.8,st,Song Thrush/Singdrossel,
2460234.703374_Tautenburg___6041-10148kHz___10-16.2s___st,2460234.703374,Tautenburg,6041.0,10148,10,16.2,st,Song Thrush/Singdrossel,
2460234.703460_Tautenburg___6624-10268kHz___10-11.7s___st,2460234.70346,Tautenburg,6624.0,10268,10,11.7,st,Song Thrush/Singdrossel,
2460234.704044_Tautenburg___5195-8638kHz___10-12.4s___re,2460234.704044,Tautenburg,5195.0,8638,10,12.4,re,Redwing/Rotdrossel,
2460234.704832_Tautenburg___6645-10088kHz___10-11.7s___st,2460234.704832,Tautenburg,6645.0,10088,10,11.7,st,Song Thrush/Singdrossel,
2460234.705035_Tautenburg___6040-8738kHz___10-11.3s___re,2460234.705035,Tautenburg,6040.0,8738,10,11.3,re,Redwing/Rotdrossel,
2460234.705060_Tautenburg___6907-10370kHz___10-11.5s___st,2460234.70506,Tautenburg,6907.0,10370,10,11.5,st,Song Thrush/Singdrossel,
2460234.705584_Tautenburg___1933-4369kHz___10-19s___ch,2460234.705584,Tautenburg,1933.0,4369,10,19.0,ch,Chaffinch/Buchfink,
2460235.188105_Tautenburg___6645-10752kHz___10-11.2s___st,2460235.188105,Tautenburg,6645.0,10752,10,11.2,st,Song Thrush/Singdrossel,
2460235.188294_Tautenburg___6503-10671kHz___10-11.8s___st,2460235.188294,Tautenburg,6503.0,10671,10,11.8,st,Song Thrush/Singdrossel,
2460235.190767_Tautenburg___6262-10309kHz___10-18.4s___st,2460235.190767,Tautenburg,6262.0,10309,10,18.4,st,Song Thrush/Singdrossel,
2460235.193409_Tautenburg___6383-10390kHz___10-11.6s___st,2460235.193409,Tautenburg,6383.0,10390,10,11.6,st,Song Thrush/Singdrossel,
2460235.193518_Tautenburg___6081-10611kHz___10-14.8s___st,2460235.193518,Tautenburg,6081.0,10611,10,14.8,st,Song Thrush/Singdrossel,
2460235.193967_Tautenburg___7450-10853kHz___10-16.4s___st,2460235.193967,Tautenburg,7450.0,10853,10,16.4,st,Song Thrush/Singdrossel,
2460235.194161_Tautenburg___6323-10410kHz___10-13.9s___st,2460235.194161,Tautenburg,6323.0,10410,10,13.9,st,Song Thrush/Singdrossel,
2460235.194222_Tautenburg___6725-11014kHz___10-11.1s___st,2460235.194222,Tautenburg,6725.0,11014,10,11.1,st,Song Thrush/Singdrossel,
2460235.196115_Tautenburg___6705-10651kHz___10-11.7s___st,2460235.196115,Tautenburg,6705.0,10651,10,11.7,st,Song Thrush/Singdrossel,
2460235.197951_Tautenburg___6846-10531kHz___10-11.2s___st,2460235.197951,Tautenburg,6846.0,10531,10,11.2,st,Song Thrush/Singdrossel,
2460235.199408_Tautenburg___6523-10651kHz___10-11.3s___st,2460235.199408,Tautenburg,6523.0,10651,10,11.3,st,Song Thrush/Singdrossel,
2460235.202616_Tautenburg___6725-10873kHz___10-14.8s___st,2460235.202616,Tautenburg,6725.0,10873,10,14.8,st,Song Thrush/Singdrossel,
2460235.202798_Tautenburg___6825-10107kHz___10-11.5s___st,2460235.202798,Tautenburg,6825.0,10107,10,11.5,st,Song Thrush/Singdrossel,
2460235.202948_Tautenburg___6262-10812kHz___10-12.1s___st,2460235.202948,Tautenburg,6262.0,10812,10,12.1,st,Song Thrush/Singdrossel,
2460235.203043_Tautenburg___6463-11295kHz___10-11.6s___st,2460235.203043,Tautenburg,6463.0,11295,10,11.6,st,Song Thrush/Singdrossel,
2460235.203620_Tautenburg___6282-10148kHz___10-11.5s___st,2460235.20362,Tautenburg,6282.0,10148,10,11.5,st,Song Thrush/Singdrossel,
2460235.203710_Tautenburg___6101-10289kHz___10-15.4s___st,2460235.20371,Tautenburg,6101.0,10289,10,15.4,st,Song Thrush/Singdrossel,
2460235.203822_Tautenburg___6021-10410kHz___10-11.6s___st,2460235.203822,Tautenburg,6021.0,10410,10,11.6,st,Song Thrush/Singdrossel,
2460235.205291_Tautenburg___6705-10329kHz___10-11.5s___st,2460235.205291,Tautenburg,6705.0,10329,10,11.5,st,Song Thrush/Singdrossel,
2460235.205359_Tautenburg___6826-10289kHz___10-11s___st,2460235.205359,Tautenburg,6826.0,10289,10,11.0,st,Song Thrush/Singdrossel,
2460235.205596_Tautenburg___6866-10349kHz___10-11.5s___st,2460235.205596,Tautenburg,6866.0,10349,10,11.5,st,Song Thrush/Singdrossel,
2460235.207045_Tautenburg___81-3202kHz___10-34.6s___eo,2460235.207045,Tautenburg,81.0,3202,10,34.6,eo,Eagle Owl/Uhu,
2460235.208506_Tautenburg___7168-9967kHz___10-11.4s___st,2460235.208506,Tautenburg,7168.0,9967,10,11.4,st,Song Thrush/Singdrossel,
2460235.208636_Tautenburg___6343-10450kHz___10-12.2s___st,2460235.208636,Tautenburg,6343.0,10450,10,12.2,st,Song Thrush/Singdrossel,
2460235.252227_Tautenburg___5980-10450kHz___10-11.5s___st,2460235.252227,Tautenburg,5980.0,10450,10,11.5,st,Song Thrush/Singdrossel,
2460235.260910_Tautenburg___6785-10047kHz___10-11.3s___st,2460235.26091,Tautenburg,6785.0,10047,10,11.3,st,Song Thrush/Singdrossel,
2460235.277679_Tautenburg___5637-8899kHz___10-11.5s___re,2460235.277679,Tautenburg,5637.0,8899,10,11.5,re,Redwing/Rotdrossel,
2460235.294246_Tautenburg___6161-10470kHz___10-11.4s___st,2460235.294246,Tautenburg,6161.0,10470,10,11.4,st,Song Thrush/Singdrossel,
2460235.410244_Tautenburg___5779-10450kHz___10-11.1s___st,2460235.410244,Tautenburg,5779.0,10450,10,11.1,st,Song Thrush/Singdrossel,
2460235.410997_Tautenburg___5779-11074kHz___10-11.7s___st,2460235.410997,Tautenburg,5779.0,11074,10,11.7,st,Song Thrush/Singdrossel,
2460235.470193_Tautenburg___6644-10510kHz___10-11.2s___st,2460235.470193,Tautenburg,6644.0,10510,10,11.2,st,Song Thrush/Singdrossel,
2460235.474414_Tautenburg___6805-11295kHz___10-11.7s___st,2460235.474414,Tautenburg,6805.0,11295,10,11.7,st,Song Thrush/Singdrossel,
2460235.482122_Tautenburg___6604-11154kHz___10-11.3s___st,2460235.482122,Tautenburg,6604.0,11154,10,11.3,st,Song Thrush/Singdrossel,
2460235.504128_Tautenburg___6020-10490kHz___10-11.7s___st,2460235.504128,Tautenburg,6020.0,10490,10,11.7,st,Song Thrush/Singdrossel,
2460235.509452_Tautenburg___403-8477kHz___10-110.8s___to,2460235.509452,Tautenburg,403.0,8477,10,110.8,to,Tawny Owl/Waldkauz,
2460235.513148_Tautenburg___5295-8235kHz___10-12s___re,2460235.513148,Tautenburg,5295.0,8235,10,12.0,re,Redwing/Rotdrossel,
2460235.518309_Tautenburg___141-4188kHz___10-146.3s___to,2460235.518309,Tautenburg,141.0,4188,10,146.3,to,Tawny Owl/Waldkauz,
2460235.529084_Tautenburg___222-4853kHz___10-61.5s___to,2460235.529084,Tautenburg,222.0,4853,10,61.5,to,Tawny Owl/Waldkauz,
2460235.538589_Tautenburg___6061-9846kHz___10-11.1s___st,2460235.538589,Tautenburg,6061.0,9846,10,11.1,st,Song Thrush/Singdrossel,
2460235.547656_Tautenburg___342-6060kHz___10-367.1s___to,2460235.547656,Tautenburg,342.0,6060,10,367.1,to,Tawny Owl/Waldkauz,
2460235.549819_Tautenburg___6162-10269kHz___10-11.3s___st,2460235.549819,Tautenburg,6162.0,10269,10,11.3,st,Song Thrush/Singdrossel,
2460235.552500_Tautenburg___6846-9967kHz___10-11.5s___st,2460235.5525,Tautenburg,6846.0,9967,10,11.5,st,Song Thrush/Singdrossel,
2460235.574499_Tautenburg___5356-10410kHz___10-11.7s___st,2460235.574499,Tautenburg,5356.0,10410,10,11.7,st,Song Thrush/Singdrossel,
2460235.597035_Tautenburg___6282-10430kHz___10-12s___st,2460235.597035,Tautenburg,6282.0,10430,10,12.0,st,Song Thrush/Singdrossel,
2460235.621692_Tautenburg___1711-7047kHz___10-12.6s___s.,2460235.621692,Tautenburg,1711.0,7047,10,12.6,s.,Skylark/Feldlerche,
2460235.630758_Tautenburg___5739-8920kHz___10-11.7s___b.,2460235.630758,Tautenburg,5739.0,8920,10,11.7,b.,Blackbird/Amsel,
2460235.638269_Tautenburg___5940-9725kHz___10-12.7s___st,2460235.638269,Tautenburg,5940.0,9725,10,12.7,st,Song Thrush/Singdrossel,
2460235.638314_Tautenburg___6282-9584kHz___10-11.5s___st,2460235.638314,Tautenburg,6282.0,9584,10,11.5,st,Song Thrush/Singdrossel,
2460235.644444_Tautenburg___6805-10429kHz___10-11.7s___st,2460235.644444,Tautenburg,6805.0,10429,10,11.7,st,Song Thrush/Singdrossel,
2460235.668812_Tautenburg___5558-9665kHz___10-11.8s___st,2460235.668812,Tautenburg,5558.0,9665,10,11.8,st,Song Thrush/Singdrossel,
2460235.685495_Tautenburg___5477-8618kHz___10-11.6s___re,2460235.685495,Tautenburg,5477.0,8618,10,11.6,re,Redwing/Rotdrossel,
2460235.696830_Tautenburg___282-9383kHz___10-41.9s___to,2460235.69683,Tautenburg,282.0,9383,10,41.9,to,Tawny Owl/Waldkauz,
2460235.698131_Tautenburg___6725-10712kHz___10-12.8s___st,2460235.698131,Tautenburg,6725.0,10712,10,12.8,st,Song Thrush/Singdrossel,
2460235.698728_Tautenburg___7027-10631kHz___10-11.7s___st,2460235.698728,Tautenburg,7027.0,10631,10,11.7,st,Song Thrush/Singdrossel,
2460235.699176_Tautenburg___6141-9886kHz___10-11.7s___st,2460235.699176,Tautenburg,6141.0,9886,10,11.7,st,Song Thrush/Singdrossel,
2460235.699992_Tautenburg___6181-9725kHz___10-11.1s___st,2460235.699992,Tautenburg,6181.0,9725,10,11.1,st,Song Thrush/Singdrossel,
2460235.700524_Tautenburg___1550-6342kHz___10-11.8s___s.,2460235.700524,Tautenburg,1550.0,6342,10,11.8,s.,Skylark/Feldlerche,
2460235.700878_Tautenburg___6343-10108kHz___10-13.9s___st,2460235.700878,Tautenburg,6343.0,10108,10,13.9,st,Song Thrush/Singdrossel,
2460235.701812_Tautenburg___6141-10349kHz___10-11.7s___st,2460235.701812,Tautenburg,6141.0,10349,10,11.7,st,Song Thrush/Singdrossel,
2460235.704059_Tautenburg___2356-6363kHz___10-12.9s___bl,2460235.704059,Tautenburg,2356.0,6363,10,12.9,bl,Brambling/Bergfink,
2460235.704451_Tautenburg___5014-8356kHz___10-12s___re,2460235.704451,Tautenburg,5014.0,8356,10,12.0,re,Redwing/Rotdrossel,
2460235.705137_Tautenburg___5376-8698kHz___10-11.2s___b.,2460235.705137,Tautenburg,5376.0,8698,10,11.2,b.,Blackbird/Amsel,
2460235.705293_Tautenburg___6705-9725kHz___10-11.3s___st,2460235.705293,Tautenburg,6705.0,9725,10,11.3,st,Song Thrush/Singdrossel,
2460235.706888_Tautenburg___1872-6040kHz___10-31.8s___ch,2460235.706888,Tautenburg,1872.0,6040,10,31.8,ch,Chaffinch/Buchfink,
2460236.191405_Tautenburg___6202-11195kHz___10-15.8s___st,2460236.191405,Tautenburg,6202.0,11195,10,15.8,st,Song Thrush/Singdrossel,
2460236.197196_Tautenburg___6443-10087kHz___10-11.3s___st,2460236.197196,Tautenburg,6443.0,10087,10,11.3,st,Song Thrush/Singdrossel,
2460236.201921_Tautenburg___6101-9967kHz___10-12.1s___b.,2460236.201921,Tautenburg,6101.0,9967,10,12.1,b.,Blackbird/Amsel,
2460236.208628_Tautenburg___6141-10269kHz___10-11.8s___st,2460236.208628,Tautenburg,6141.0,10269,10,11.8,st,Song Thrush/Singdrossel,
2460236.231856_Tautenburg___6363-11074kHz___10-11.5s___st,2460236.231856,Tautenburg,6363.0,11074,10,11.5,st,Song Thrush/Singdrossel,
2460236.231951_Tautenburg___5538-9041kHz___10-11.9s___st,2460236.231951,Tautenburg,5538.0,9041,10,11.9,st,Song Thrush/Singdrossel,
2460236.288308_Tautenburg___403-7088kHz___10-80.4s___to,2460236.288308,Tautenburg,403.0,7088,10,80.4,to,Tawny Owl/Waldkauz,
2460236.297707_Tautenburg___5396-9886kHz___10-11.7s___st,2460236.297707,Tautenburg,5396.0,9886,10,11.7,st,Song Thrush/Singdrossel,
2460236.344319_Tautenburg___6181-10168kHz___10-11.6s___st,2460236.344319,Tautenburg,6181.0,10168,10,11.6,st,Song Thrush/Singdrossel,
2460236.345761_Tautenburg___5155-8558kHz___10-11.7s___re,2460236.345761,Tautenburg,5155.0,8558,10,11.7,re,Redwing/Rotdrossel,
2460236.370711_Tautenburg___5900-10229kHz___10-11.7s___st,2460236.370711,Tautenburg,5900.0,10229,10,11.7,st,Song Thrush/Singdrossel,
2460236.370831_Tautenburg___5678-9946kHz___10-12s___st,2460236.370831,Tautenburg,5678.0,9946,10,12.0,st,Song Thrush/Singdrossel,
2460236.382563_Tautenburg___5316-11376kHz___10-11.3s___st,2460236.382563,Tautenburg,5316.0,11376,10,11.3,st,Song Thrush/Singdrossel,
2460236.384863_Tautenburg___6262-9947kHz___10-13.6s___st,2460236.384863,Tautenburg,6262.0,9947,10,13.6,st,Song Thrush/Singdrossel,
2460236.397092_Tautenburg___6141-11195kHz___10-11.6s___st,2460236.397092,Tautenburg,6141.0,11195,10,11.6,st,Song Thrush/Singdrossel,
2460236.421090_Tautenburg___6242-9524kHz___10-11.6s___re,2460236.42109,Tautenburg,6242.0,9524,10,11.6,re,Redwing/Rotdrossel,
2460236.445626_Tautenburg___5698-10470kHz___10-12.2s___st,2460236.445626,Tautenburg,5698.0,10470,10,12.2,st,Song Thrush/Singdrossel,
2460236.445752_Tautenburg___4611-10168kHz___10-15.6s___st,2460236.445752,Tautenburg,4611.0,10168,10,15.6,st,Song Thrush/Singdrossel,
2460236.488563_Tautenburg___5598-9303kHz___10-12s___b.,2460236.488563,Tautenburg,5598.0,9303,10,12.0,b.,Blackbird/Amsel,
2460236.506233_Tautenburg___5255-11054kHz___10-12s___st,2460236.506233,Tautenburg,5255.0,11054,10,12.0,st,Song Thrush/Singdrossel,
2460237.182026_Tautenburg___6242-10208kHz___10-11.5s___b.,2460237.182026,Tautenburg,6242.0,10208,10,11.5,b.,Blackbird/Amsel,
2460237.183446_Tautenburg___6343-10108kHz___10-15.3s___b.,2460237.183446,Tautenburg,6343.0,10108,10,15.3,b.,Blackbird/Amsel,
2460237.188400_Tautenburg___6484-10511kHz___10-15.1s___st,2460237.1884,Tautenburg,6484.0,10511,10,15.1,st,Song Thrush/Singdrossel,
2460237.266464_Tautenburg___5718-8476kHz___10-11.4s___re,2460237.266464,Tautenburg,5718.0,8476,10,11.4,re,Redwing/Rotdrossel,
2460237.379391_Tautenburg___5920-10752kHz___10-11.8s___st,2460237.379391,Tautenburg,5920.0,10752,10,11.8,st,Song Thrush/Singdrossel,
2460237.419431_Tautenburg___5759-10974kHz___10-11.7s___st,2460237.419431,Tautenburg,5759.0,10974,10,11.7,st,Song Thrush/Singdrossel,
2460237.419764_Tautenburg___6242-10208kHz___10-11.4s___st,2460237.419764,Tautenburg,6242.0,10208,10,11.4,st,Song Thrush/Singdrossel,
2460237.470221_Tautenburg___443-9483kHz___10-165.2s___to,2460237.470221,Tautenburg,443.0,9483,10,165.2,to,Tawny Owl/Waldkauz,
2460237.495548_Tautenburg___6886-11356kHz___10-12s___st,2460237.495548,Tautenburg,6886.0,11356,10,12.0,st,Song Thrush/Singdrossel,
2460237.591032_Tautenburg___5597-8637kHz___10-11.2s___re,2460237.591032,Tautenburg,5597.0,8637,10,11.2,re,Redwing/Rotdrossel,
2460237.701032_Tautenburg___5457-9202kHz___10-11.2s___b.,2460237.701032,Tautenburg,5457.0,9202,10,11.2,b.,Blackbird/Amsel,
2460237.708085_Tautenburg___4913-8900kHz___10-11.7s___b.,2460237.708085,Tautenburg,4913.0,8900,10,11.7,b.,Blackbird/Amsel,
2460237.720428_Tautenburg___5920-8779kHz___10-11.4s___b.,2460237.720428,Tautenburg,5920.0,8779,10,11.4,b.,Blackbird/Amsel,
2460237.720578_Tautenburg___6202-9343kHz___10-11.6s___st,2460237.720578,Tautenburg,6202.0,9343,10,11.6,st,Song Thrush/Singdrossel,
2460237.720702_Tautenburg___5658-8799kHz___10-11.3s___b.,2460237.720702,Tautenburg,5658.0,8799,10,11.3,b.,Blackbird/Amsel,
2460237.720804_Tautenburg___5638-9061kHz___10-12.6s___b.,2460237.720804,Tautenburg,5638.0,9061,10,12.6,b.,Blackbird/Amsel,
2460238.636454_Tautenburg___6362-10510kHz___10-11.4s___st,2460238.636454,Tautenburg,6362.0,10510,10,11.4,st,Song Thrush/Singdrossel,
2460238.684847_Tautenburg___6765-11315kHz___10-11.5s___st,2460238.684847,Tautenburg,6765.0,11315,10,11.5,st,Song Thrush/Singdrossel,
2460238.716269_Tautenburg___6705-11296kHz___10-11.2s___st,2460238.716269,Tautenburg,6705.0,11296,10,11.2,st,Song Thrush/Singdrossel,
2460238.717266_Tautenburg___6342-10288kHz___10-11.9s___st,2460238.717266,Tautenburg,6342.0,10288,10,11.9,st,Song Thrush/Singdrossel,
2460239.246711_Tautenburg___524-9141kHz___10-30.9s___to,2460239.246711,Tautenburg,524.0,9141,10,30.9,to,Tawny Owl/Waldkauz,
2460239.282101_Tautenburg___423-7873kHz___10-328s___to,2460239.282101,Tautenburg,423.0,7873,10,328.0,to,Tawny Owl/Waldkauz,
2460239.333090_Tautenburg___6000-8799kHz___10-11s___b.,2460239.33309,Tautenburg,6000.0,8799,10,11.0,b.,Blackbird/Amsel,
2460239.700389_Tautenburg___5336-8819kHz___10-11.3s___re,2460239.700389,Tautenburg,5336.0,8819,10,11.3,re,Redwing/Rotdrossel,
2460239.700423_Tautenburg___5839-10128kHz___10-10.8s___st,2460239.700423,Tautenburg,5839.0,10128,10,10.8,st,Song Thrush/Singdrossel,
2460239.708296_Tautenburg___6060-9966kHz___10-11.3s___st,2460239.708296,Tautenburg,6060.0,9966,10,11.3,st,Song Thrush/Singdrossel,
2460239.709885_Tautenburg___6564-10148kHz___10-11.2s___st,2460239.709885,Tautenburg,6564.0,10148,10,11.2,st,Song Thrush/Singdrossel,
2460239.719309_Tautenburg___5597-9181kHz___10-11.8s___re,2460239.719309,Tautenburg,5597.0,9181,10,11.8,re,Redwing/Rotdrossel,
2460239.719388_Tautenburg___202-2417kHz___10-12.3s___eo,2460239.719388,Tautenburg,202.0,2417,10,12.3,eo,Eagle Owl/Uhu,
2460240.407155_Tautenburg___6705-11577kHz___10-11.8s___st,2460240.407155,Tautenburg,6705.0,11577,10,11.8,st,Song Thrush/Singdrossel,
2460240.425534_Tautenburg___6483-9845kHz___10-11.4s___st,2460240.425534,Tautenburg,6483.0,9845,10,11.4,st,Song Thrush/Singdrossel,
2460240.427301_Tautenburg___5678-9886kHz___10-11.9s___st,2460240.427301,Tautenburg,5678.0,9886,10,11.9,st,Song Thrush/Singdrossel,
2460240.451108_Tautenburg___5597-9201kHz___10-11.5s___re,2460240.451108,Tautenburg,5597.0,9201,10,11.5,re,Redwing/Rotdrossel,
2460240.496214_Tautenburg___6081-10329kHz___10-11.8s___st,2460240.496214,Tautenburg,6081.0,10329,10,11.8,st,Song Thrush/Singdrossel,
2460240.502606_Tautenburg___4993-8879kHz___10-12.5s___re,2460240.502606,Tautenburg,4993.0,8879,10,12.5,re,Redwing/Rotdrossel,
2460240.539435_Tautenburg___5678-9141kHz___10-11.4s___b.,2460240.539435,Tautenburg,5678.0,9141,10,11.4,b.,Blackbird/Amsel,
2460240.555179_Tautenburg___5798-10228kHz___10-16.6s___st,2460240.555179,Tautenburg,5798.0,10228,10,16.6,st,Song Thrush/Singdrossel,
2460240.555248_Tautenburg___5315-9745kHz___10-12s___st,2460240.555248,Tautenburg,5315.0,9745,10,12.0,st,Song Thrush/Singdrossel,
2460240.555314_Tautenburg___6162-9967kHz___10-11.6s___st,2460240.555314,Tautenburg,6162.0,9967,10,11.6,st,Song Thrush/Singdrossel,
2460240.556869_Tautenburg___6302-9886kHz___10-11.2s___st,2460240.556869,Tautenburg,6302.0,9886,10,11.2,st,Song Thrush/Singdrossel,
2460240.564006_Tautenburg___6463-11074kHz___10-11.2s___st,2460240.564006,Tautenburg,6463.0,11074,10,11.2,st,Song Thrush/Singdrossel,
2460240.589339_Tautenburg___6020-11215kHz___10-11.6s___st,2460240.589339,Tautenburg,6020.0,11215,10,11.6,st,Song Thrush/Singdrossel,
2460240.627877_Tautenburg___6242-9967kHz___10-11.7s___st,2460240.627877,Tautenburg,6242.0,9967,10,11.7,st,Song Thrush/Singdrossel,
2460240.627937_Tautenburg___6100-9926kHz___10-11.4s___st,2460240.627937,Tautenburg,6100.0,9926,10,11.4,st,Song Thrush/Singdrossel,
2460240.628050_Tautenburg___6242-10188kHz___10-11.7s___st,2460240.62805,Tautenburg,6242.0,10188,10,11.7,st,Song Thrush/Singdrossel,
2460240.701873_Tautenburg___5597-10993kHz___10-13.2s___st,2460240.701873,Tautenburg,5597.0,10993,10,13.2,st,Song Thrush/Singdrossel,
2460240.701918_Tautenburg___5517-10571kHz___10-14.2s___st,2460240.701918,Tautenburg,5517.0,10571,10,14.2,st,Song Thrush/Singdrossel,
2460240.701955_Tautenburg___5618-9041kHz___10-11.5s___b.,2460240.701955,Tautenburg,5618.0,9041,10,11.5,b.,Blackbird/Amsel,
2460240.705091_Tautenburg___5376-8638kHz___10-11.3s___re,2460240.705091,Tautenburg,5376.0,8638,10,11.3,re,Redwing/Rotdrossel,
2460240.705170_Tautenburg___5437-8518kHz___10-11.4s___re,2460240.70517,Tautenburg,5437.0,8518,10,11.4,re,Redwing/Rotdrossel,
2460240.705948_Tautenburg___5678-9846kHz___10-11.7s___st,2460240.705948,Tautenburg,5678.0,9846,10,11.7,st,Song Thrush/Singdrossel,
2460240.706376_Tautenburg___6443-10591kHz___10-10.9s___st,2460240.706376,Tautenburg,6443.0,10591,10,10.9,st,Song Thrush/Singdrossel,
2460240.713909_Tautenburg___5859-10409kHz___10-11s___st,2460240.713909,Tautenburg,5859.0,10409,10,11.0,st,Song Thrush/Singdrossel,
2460241.223594_Tautenburg___5497-8638kHz___10-11.1s___re,2460241.223594,Tautenburg,5497.0,8638,10,11.1,re,Redwing/Rotdrossel,
2460241.275310_Tautenburg___5477-8517kHz___10-11.3s___re,2460241.27531,Tautenburg,5477.0,8517,10,11.3,re,Redwing/Rotdrossel,
2460241.275354_Tautenburg___5195-9524kHz___10-11.7s___b.,2460241.275354,Tautenburg,5195.0,9524,10,11.7,b.,Blackbird/Amsel,
2460241.291331_Tautenburg___5759-8658kHz___10-11.2s___re,2460241.291331,Tautenburg,5759.0,8658,10,11.2,re,Redwing/Rotdrossel,
2460241.292257_Tautenburg___5799-8578kHz___10-11.3s___re,2460241.292257,Tautenburg,5799.0,8578,10,11.3,re,Redwing/Rotdrossel,
2460241.292276_Tautenburg___5779-8618kHz___10-10.6s___re,2460241.292276,Tautenburg,5779.0,8618,10,10.6,re,Redwing/Rotdrossel,
2460241.298253_Tautenburg___6121-10551kHz___10-11.4s___st,2460241.298253,Tautenburg,6121.0,10551,10,11.4,st,Song Thrush/Singdrossel,
2460241.302216_Tautenburg___6101-9504kHz___10-11.2s___st,2460241.302216,Tautenburg,6101.0,9504,10,11.2,st,Song Thrush/Singdrossel,
2460241.303268_Tautenburg___6503-9805kHz___10-11.4s___st,2460241.303268,Tautenburg,6503.0,9805,10,11.4,st,Song Thrush/Singdrossel,
2460241.333268_Tautenburg___6685-10933kHz___10-10.6s___st,2460241.333268,Tautenburg,6685.0,10933,10,10.6,st,Song Thrush/Singdrossel,
2460241.333760_Tautenburg___5578-8679kHz___10-11.7s___re,2460241.33376,Tautenburg,5578.0,8679,10,11.7,re,Redwing/Rotdrossel,
2460241.338053_Tautenburg___5980-11376kHz___10-14.3s___st,2460241.338053,Tautenburg,5980.0,11376,10,14.3,st,Song Thrush/Singdrossel,
2460241.356695_Tautenburg___5880-8477kHz___10-11.5s___re,2460241.356695,Tautenburg,5880.0,8477,10,11.5,re,Redwing/Rotdrossel,
2460241.365593_Tautenburg___5477-8497kHz___10-11.3s___re,2460241.365593,Tautenburg,5477.0,8497,10,11.3,re,Redwing/Rotdrossel,
2460241.397732_Tautenburg___5678-8537kHz___10-11s___re,2460241.397732,Tautenburg,5678.0,8537,10,11.0,re,Redwing/Rotdrossel,
2460241.418439_Tautenburg___5738-9946kHz___10-11s___st,2460241.418439,Tautenburg,5738.0,9946,10,11.0,st,Song Thrush/Singdrossel,
2460241.425650_Tautenburg___4933-8859kHz___10-11.5s___re,2460241.42565,Tautenburg,4933.0,8859,10,11.5,re,Redwing/Rotdrossel,
2460241.438493_Tautenburg___6725-10309kHz___10-11.3s___st,2460241.438493,Tautenburg,6725.0,10309,10,11.3,st,Song Thrush/Singdrossel,
2460241.469106_Tautenburg___6907-10350kHz___10-11.2s___st,2460241.469106,Tautenburg,6907.0,10350,10,11.2,st,Song Thrush/Singdrossel,
2460241.481496_Tautenburg___5456-9926kHz___10-11.8s___r.,2460241.481496,Tautenburg,5456.0,9926,10,11.8,r.,Robin/Rotkehlchen,
2460241.486147_Tautenburg___5859-9403kHz___10-12s___st,2460241.486147,Tautenburg,5859.0,9403,10,12.0,st,Song Thrush/Singdrossel,
2460241.535527_Tautenburg___5940-9967kHz___10-11.1s___st,2460241.535527,Tautenburg,5940.0,9967,10,11.1,st,Song Thrush/Singdrossel,
2460241.640817_Tautenburg___6221-10369kHz___10-11.2s___st,2460241.640817,Tautenburg,6221.0,10369,10,11.2,st,Song Thrush/Singdrossel,
2460241.648271_Tautenburg___745-9685kHz___10-14.2s___to,2460241.648271,Tautenburg,745.0,9685,10,14.2,to,Tawny Owl/Waldkauz,
2460241.673107_Tautenburg___5799-9826kHz___10-10.9s___st,2460241.673107,Tautenburg,5799.0,9826,10,10.9,st,Song Thrush/Singdrossel,
2460241.673123_Tautenburg___6040-9000kHz___10-11s___st,2460241.673123,Tautenburg,6040.0,9000,10,11.0,st,Song Thrush/Singdrossel,
2460241.673155_Tautenburg___5779-8779kHz___10-10.8s___st,2460241.673155,Tautenburg,5779.0,8779,10,10.8,st,Song Thrush/Singdrossel,
2460241.682358_Tautenburg___5054-9383kHz___10-11.1s___st,2460241.682358,Tautenburg,5054.0,9383,10,11.1,st,Song Thrush/Singdrossel,
2460241.714314_Tautenburg___5195-8477kHz___10-11.7s___re,2460241.714314,Tautenburg,5195.0,8477,10,11.7,re,Redwing/Rotdrossel,
2460241.714881_Tautenburg___5638-10269kHz___10-13s___st,2460241.714881,Tautenburg,5638.0,10269,10,13.0,st,Song Thrush/Singdrossel,
2460241.714925_Tautenburg___5719-10390kHz___10-13.9s___st,2460241.714925,Tautenburg,5719.0,10390,10,13.9,st,Song Thrush/Singdrossel,
